(15.580651,16.683422)
(32.972017,53.362263)
(33.570884,55.641744)
(32.745133,3.003855)
(15.642638,42.871735)
(34.305899,58.529869)
(47.373020,5.640471)
(21.063440,21.439900)
(31.620595,40.845617)
(44.150026,60.255439)
(29.896829,14.620839)
(45.959780,19.480106)
(13.076449,23.445150)
(46.646094,40.284511)
(29.836469,20.560776)
(41.642483,52.368159)
(41.633534,16.632926)
(38.536119,41.016190)
(41.100888,26.780187)
(32.876199,34.345012)
(23.980068,23.734063)
(45.342049,58.930480)
(45.198804,46.963150)
(39.053611,46.026324)
(48.470135,17.141445)
(5.892961,54.493380)
(21.542138,48.238546)
(54.737203,27.139975)
(33.026828,12.799714)
(31.562435,46.013851)
(41.723364,45.997355)
(16.928520,6.600244)
(6.600532,3.814278)
(46.561887,12.117398)
(5.535360,30.626859)
(2.099593,48.052905)
(45.638005,41.667982)
(4.947410,7.153209)
(33.675914,7.681735)
(26.160241,37.215034)
(47.392324,38.007975)
(12.119047,24.258330)
(17.826755,37.179503)
(16.808550,26.124113)
(47.564007,28.758989)
(56.767532,50.223484)
(54.182071,0.156675)
(45.056617,35.101483)
(2.031855,22.563230)
(15.349730,4.533023)
(42.874122,21.413519)
(27.797085,31.101286)
(30.962315,1.718634)
(61.900588,32.992896)
(55.601934,21.279741)
(15.945625,54.146916)
(58.646550,55.749922)
(26.768813,8.783103)
(1.546693,4.610949)
(3.516521,5.114868)
(29.214337,41.492037)
(20.599772,2.318484)
(8.261396,48.904340)
(19.376315,52.606991)
(41.423355,54.367610)
(38.891689,8.285763)
(39.915908,7.829848)
(46.949420,37.777949)
(32.666267,5.419957)
(11.055492,20.745928)
(16.248384,2.158024)
(53.099661,46.128527)
(48.253804,52.883129)
(17.607664,17.062965)
(4.439397,57.832716)
(36.864541,1.648756)
(18.629111,31.227640)
(5.492976,16.583491)
(54.467274,39.245150)
(39.072820,23.879503)
(22.365290,32.900684)
(37.514763,11.462316)
(43.044060,5.902221)
(13.434343,29.119296)
(58.619352,14.961283)
(47.389127,1.716014)
(22.402772,9.529244)
(43.045349,22.374783)
(34.281821,29.588033)
(33.887998,22.266429)
(34.854598,6.068634)
(32.012343,47.816725)
(4.209385,5.418352)
(51.699088,1.181134)
(45.086648,46.675982)
(10.798079,14.917756)
(50.879161,58.589513)
(45.255732,21.947334)
(25.520407,51.414139)
(28.457856,33.923756)
(44.739204,13.967560)
(12.202058,5.122880)
(32.763430,14.699290)
(52.331462,41.980719)
(8.761805,15.290810)
(5.258700,8.314715)
(38.808308,25.915015)
(3.299671,41.767176)
(25.745839,25.738389)
(34.048624,48.590313)
(27.575179,16.443637)
(7.901725,13.500191)
(2.807337,14.950169)
(51.346876,29.994789)
(2.866346,8.394025)
(42.891956,50.087955)
(0.069576,22.997671)
(55.933434,32.599472)
(2.835098,37.946893)
(47.235685,31.378744)
(16.355540,33.314446)
(20.925077,46.069449)
(21.732098,29.336944)
(45.957418,50.557420)
(18.751375,8.791881)
(39.487021,27.057212)
(24.258218,5.980608)
(35.838471,34.203792)
(25.284501,32.765520)
(12.721969,5.738005)
(51.324795,49.031399)
(19.525110,27.342054)
(20.388815,19.604212)
(3.940388,34.546558)
(19.964737,5.849512)
(53.225834,59.510336)
(37.980062,4.464871)
(49.216665,14.084383)
(26.136316,21.670630)
(40.538831,1.408381)
(41.297867,51.178843)
(41.767240,25.554961)
(32.638192,5.246347)
(22.349966,60.314510)
(48.109279,12.179585)
(43.382768,24.151935)
(4.626877,14.613515)
(36.989302,4.060966)
(4.859902,41.326924)
(46.432639,35.546742)
(38.091876,3.173460)
(7.853767,44.435816)
(9.183866,53.755774)
(7.680780,13.901551)
(36.955994,31.497345)
(22.778890,40.104742)
(0.219078,53.159759)
(55.508932,33.973948)
(48.965246,54.181736)
(7.872297,50.265908)
(22.350828,39.047766)
(56.771378,19.425025)
(45.407255,44.054481)
(10.842392,35.843254)
(2.809703,9.426457)
(9.762476,35.540241)
(13.233382,31.446233)
(5.506339,49.688896)
(7.192012,47.769912)
(10.005594,42.870478)
(43.486920,54.507177)
(5.766479,39.114227)
(21.517868,29.850350)
(33.707324,39.037603)
(44.420892,8.429646)
(36.280930,33.257270)
(47.459769,3.741517)
(46.028414,33.010967)
(4.290505,7.958951)
(4.252921,54.441689)
(46.874017,42.608008)
(9.542032,52.697654)
(35.735038,29.296350)
(54.656381,30.503656)
(11.191024,39.021128)
(21.595444,38.775674)
(12.121739,24.795079)
(32.662652,10.632424)
(36.501494,50.007703)
(44.627921,48.244658)
(28.582327,29.164621)
(6.010519,21.417636)
(22.917856,11.613149)
(7.385828,28.996337)
(0.178832,33.207092)
(7.995626,28.767393)
(7.927487,16.651776)
(34.522336,54.908827)
(20.000036,17.758844)
(24.077682,44.118371)
(59.443333,31.687383)
(47.894259,48.864085)
(6.516523,17.201503)
(51.328379,9.839654)
(32.854940,47.734182)
(41.974430,26.244531)
(58.555090,31.379384)
(17.619901,9.623430)
(43.949980,37.393864)
(20.251407,35.391388)
(41.407002,39.692690)
(44.299652,12.064291)
(49.522786,10.585207)
(34.741839,1.919671)
(32.079257,25.790689)
(54.563497,52.572042)
(59.620667,30.108335)
(37.988038,20.663130)
(49.209495,18.404290)
(26.277412,27.096988)
(29.651934,46.029157)
(53.115068,31.051021)
(9.655272,58.271463)
(34.193077,3.813094)
(3.727420,7.368003)
(19.747574,40.196126)
(14.726596,28.538454)
(1.938448,46.232513)
(5.107879,59.450343)
(0.246103,46.245060)
(34.872024,0.714417)
(18.707278,36.195979)
(62.415945,36.488211)
(16.382828,14.358743)
(38.449390,12.462004)
(33.009658,48.181484)
(5.219645,44.490981)
(15.642872,15.130968)
(29.903236,21.843493)
(18.077201,48.964104)
(18.265723,46.749452)
(50.038175,11.732449)
(50.640949,10.129019)
(38.377401,3.263980)
(40.601748,11.183500)
(2.384019,22.920878)
(18.338285,47.297630)
(31.517085,16.311947)
(44.030792,4.789274)
(0.390232,0.001912)
(0.273964,21.469100)
(37.675619,31.267522)
(2.261130,31.038189)
(12.377815,10.373995)
(37.167039,38.247084)
(7.261376,20.897681)
(0.998886,16.901443)
(33.071433,42.529377)
(13.014824,50.431502)
(8.112120,62.352990)
(24.822491,1.977690)
(32.158131,20.634798)
(19.508718,55.027230)
(6.709005,3.633554)
(10.875173,29.661254)
(11.631220,52.387519)
(20.082394,43.551638)
(0.135065,51.880746)
(42.755054,24.173743)
(28.120462,49.761863)
(55.352533,44.055902)
(42.091998,32.803492)
(14.410334,37.677715)
(44.836123,20.174150)
(31.105648,30.367076)
(38.911934,38.401229)
(53.601933,45.632281)
(17.178796,9.437269)
(36.616233,37.903672)
(5.812268,0.806263)
(22.581427,29.773127)
(31.602918,44.131125)
(39.059493,9.646935)
(11.343215,18.383539)
(52.548052,33.552037)
(14.633678,40.262050)
(34.523674,51.400340)
(21.200558,24.715325)
(43.977344,6.161701)
(38.738225,45.994675)
(49.145162,39.703009)
(16.509387,13.387486)
(47.157047,10.884093)
(15.772782,31.755839)
(47.385758,48.072002)
(34.329552,37.677747)
(44.856246,52.175550)
(30.351341,17.038536)
(46.622330,17.650278)
(4.479673,47.787790)
(52.438682,23.138315)
(40.702716,46.543840)
(7.537530,5.121475)
(24.330107,42.073245)
(12.895734,57.319206)
(20.974909,2.646948)
(35.609981,21.720691)
(40.760443,11.783147)
(31.858130,16.436896)
(28.225270,0.882602)
(32.016376,10.557592)
(19.627182,58.802994)
(38.570852,8.675232)
(22.414051,47.569995)
(56.656527,50.647740)
(1.195413,26.650271)
(8.751832,14.590978)
(33.197149,38.816395)
(38.376031,46.021558)
(38.748706,35.512648)
(52.612094,29.827900)
(29.649813,50.473226)
(28.781975,46.555716)
(48.504781,19.890939)
(48.632282,44.427003)
(22.370897,37.065755)
(30.339600,53.114453)
(6.835611,0.611459)
(2.221532,30.608310)
(12.083621,57.883012)
(20.861033,47.537951)
(24.045864,30.149170)
(2.112326,3.811395)
(24.202604,4.320805)
(38.608610,10.164146)
(12.778028,18.340447)
(31.891311,51.602619)
(51.712741,13.434471)
(47.376719,49.294343)
(57.708671,20.659959)
(10.925457,17.897121)
(31.575930,35.823580)
(19.301504,52.658472)
(26.357401,18.341232)
(47.088272,52.638357)
(22.322426,20.911601)
(10.906993,35.652624)
(29.018664,1.058630)
(13.132314,27.998664)
(15.929066,10.741552)
(19.768760,41.988801)
(38.631675,14.671724)
(31.206175,45.185536)
(28.254180,18.451060)
(21.343565,59.193796)
(36.732565,43.831625)
(12.678012,33.299912)
(56.681174,19.137633)
(47.634748,31.525913)
(58.500485,55.632571)
(28.048675,23.634656)
(37.276229,9.687679)
(10.216020,25.968984)
(29.319189,7.357965)
(4.485455,45.631238)
(22.066094,61.922855)
(7.602847,15.412257)
(45.967755,45.029677)
(10.268494,37.976307)
(56.596790,14.218268)
(7.583937,44.883947)
(7.265979,55.764101)
(45.914847,30.772636)
(44.444395,7.794139)
(59.587007,47.201914)
(46.546850,22.133824)
(49.595035,48.875447)
(3.397754,6.055258)
(54.057424,25.058437)
(25.061589,15.596507)
(26.990887,20.334257)
(32.584931,35.509526)
(41.263639,8.821881)
(21.231097,44.958978)
(9.158897,17.594264)
(47.638684,22.106364)
(40.026653,39.159523)
(54.811648,37.320312)
(40.270530,35.246171)
(33.240612,11.617789)
(32.404867,7.184638)
(43.892658,34.801845)
(0.007877,42.679565)
(2.842990,3.969738)
(14.253656,33.489071)
(21.806872,35.012359)
(10.970899,47.534658)
(34.671101,8.625248)
(41.762846,39.083155)
(48.580666,12.255736)
(59.136923,34.417309)
(14.300983,17.023917)
(11.932305,53.602069)
(23.575019,27.146205)
(0.065408,54.017180)
(13.121836,43.190403)
(1.672183,47.097159)
(4.400636,55.118993)
(28.435765,9.493576)
(26.804883,36.278246)
(24.771213,26.591544)
(36.768345,0.494718)
(18.161309,26.513090)
(11.916999,48.591090)
(9.135243,49.591407)
(4.675922,25.138702)
(1.590641,34.942718)
(39.860182,40.131221)
(33.772215,3.887664)
(61.760341,62.832531)
(0.384376,9.076653)
(20.043635,12.489573)
(33.194400,36.317276)
(11.039281,28.567332)
(13.730532,33.437868)
(21.068263,36.781465)
(49.352534,49.721495)
(11.099214,57.296432)
(46.931109,32.318408)
(49.387599,15.288475)
(52.780396,15.974824)
(41.319241,0.438883)
(36.262668,41.343485)
(9.426532,37.532916)
(3.141157,4.715724)
(52.215481,13.101384)
(8.549942,33.781662)
(23.892416,40.510991)
(42.853985,8.355600)
(35.130897,52.176202)
(58.583213,45.208963)
(42.212898,55.045780)
(20.255991,9.475381)
(21.142722,28.513127)
(27.079657,51.717412)
(10.229086,41.167710)
(25.585896,46.883731)
(38.334247,61.288108)
(17.762987,47.236936)
(4.128709,33.208460)
(42.168855,9.847471)
(55.710059,3.022697)
(5.999371,15.760735)
(5.086877,44.397514)
(26.727777,51.688592)
(3.181619,17.908338)
(24.973822,34.780784)
(19.218436,60.044038)
(47.444697,48.572557)
(28.853084,46.687278)
(44.860836,0.991180)
(35.473400,43.430178)
(25.443551,30.233758)
(46.925476,30.233832)
(16.214972,32.384965)
(17.119535,6.524590)
(18.356254,9.867462)
(32.254985,19.944599)
(48.288000,45.030166)
(49.754016,5.608001)
(50.247616,34.763945)
(18.210976,33.200942)
(15.539359,48.248420)
(8.623674,48.148500)
(16.067353,30.008375)
(6.532287,20.562057)
(53.718220,20.659532)
(53.937513,29.662994)
(44.043360,42.577048)
(25.594292,38.240655)
(2.760974,33.066616)
(16.487246,3.429525)
(29.780557,2.193973)
(47.855073,3.474053)
(53.568586,48.072255)
(7.976082,6.117729)
(30.047288,30.031960)
(13.013383,18.244760)
(39.001197,25.306678)
(14.709969,37.371236)
(0.549734,49.351623)
(53.052836,56.051140)
(10.622165,18.234331)
(20.424529,11.213901)
(32.190652,29.469183)
(36.470612,12.112613)
(11.809379,30.436392)
(1.704303,53.621897)
(4.665237,27.233662)
(39.072449,13.731384)
(37.354011,14.362780)
(38.838162,35.407209)
(5.659212,1.692527)
(1.162539,30.482998)
(19.657796,27.417989)
(28.933021,11.523159)
(45.496792,55.944184)
(35.062783,39.368846)
(17.118335,37.481224)
(46.393677,9.951943)
(34.872224,16.226247)
(0.881066,9.552887)
(19.656543,37.552601)
(6.652296,29.655822)
(42.884801,11.817451)
(15.518452,43.248500)
(20.538421,13.757120)
(22.533447,4.678846)
(42.856657,56.052817)
(2.393553,33.999033)
(34.154092,20.015714)
(11.953899,6.084745)
(17.792279,42.848372)
(34.155345,3.000795)
(20.452091,34.099555)
(13.835696,7.674152)
(53.227177,23.829676)
(11.339636,27.448463)
(17.585785,14.797342)
(47.883867,5.176877)
(46.956447,5.131349)
(6.747049,15.747378)
(16.827946,29.372241)
(52.947087,26.220234)
(17.067832,27.692710)
(57.079495,43.300121)
(19.894890,22.288247)
(24.972139,38.251464)
(42.486320,4.615762)
(2.811904,59.330707)
(0.738813,12.173406)
(23.280235,14.953333)
(45.441405,31.362971)
(17.078427,51.384172)
(7.868651,37.635713)
(49.719327,10.621083)
(19.889598,51.450850)
(5.044557,50.275204)
(25.527718,44.910772)
(25.636022,20.394195)
(27.112317,8.079824)
(31.597239,47.171692)
(29.018501,37.202688)
(58.015950,55.907798)
(8.351907,23.037783)
(43.610583,36.474440)
(3.072496,55.369669)
(23.813442,55.059948)
(12.810194,30.592848)
(36.257802,39.377452)
(0.786069,10.849095)
(48.830860,10.390715)
(39.804112,31.198544)
(13.430502,11.905855)
(12.095192,31.112665)
(2.233060,48.241519)
(9.529541,10.660866)
(7.840565,10.004395)
(35.300379,48.758335)
(7.877933,37.736827)
(1.772337,0.045504)
(33.581004,50.537344)
(12.001903,53.000046)
(35.939008,14.649540)
(44.047597,10.265161)
(51.252785,49.554222)
(22.844252,6.822828)
(16.706662,39.055090)
(39.838342,2.316743)
(57.102941,8.459978)
(22.837243,15.158679)
(18.191376,15.070850)
(6.184676,5.498288)
(19.814800,61.214082)
(33.947267,18.077242)
(3.610270,19.862424)
(6.055313,14.393647)
(1.383288,4.623872)
(15.871750,10.130624)
(41.525827,12.010936)
(4.527521,52.979620)
(57.096750,29.776298)
(51.560948,0.878456)
(47.838926,11.848787)
(20.601361,21.643842)
(5.737877,55.923144)
(24.054749,21.456106)
(50.699448,48.461319)
(2.403865,51.542420)
(7.149288,18.431965)
(35.034433,43.964488)
(43.624778,42.108625)
(19.353828,11.774432)
(44.504445,59.808147)
(0.926156,7.299907)
(19.415165,51.362894)
(50.722098,11.052946)
(14.861732,13.736533)
(50.150050,11.945895)
(25.695087,23.968359)
(34.086580,51.413704)
(47.736042,41.415327)
(15.962093,18.527932)
(37.937366,58.839014)
(2.528639,23.444225)
(56.369045,22.948351)
(24.196884,22.826306)
(38.967899,34.544883)
(1.018478,61.069350)
(10.755122,45.977907)
(17.598126,14.337215)
(47.801497,18.500236)
(64.278613,57.241977)
(49.537237,31.262504)
(17.849792,23.999333)
(44.642732,6.996515)
(30.842257,11.423332)
(50.054895,17.525093)
(27.514197,23.583006)
(9.255437,48.448661)
(49.612261,40.271555)
(25.021287,51.547385)
(46.110869,13.022029)
(34.538785,28.939114)
(45.159626,33.163509)
(39.035057,40.817880)
(12.354179,35.942331)
(38.926062,24.392385)
(23.107993,14.689212)
(0.881413,11.150400)
(17.641980,28.373399)
(11.340908,18.967859)
(45.129276,57.785140)
(28.180896,40.721836)
(13.453745,11.289211)
(54.413562,11.579002)
(50.331274,27.315535)
(1.469164,12.503264)
(22.398018,22.112891)
(37.424839,30.019122)
(62.466486,59.410286)
(25.446489,13.438200)
(50.877541,5.094419)
(31.051778,32.835177)
(4.171489,37.430783)
(24.488056,15.653182)
(42.480956,18.561694)
(51.577605,2.414255)
(2.670678,46.166388)
(2.774490,34.809130)
(24.849714,5.914014)
(0.689535,56.386553)
(11.353277,18.909266)
(30.196784,3.165399)
(36.529796,54.125245)
(27.039805,45.391300)
(43.477527,14.628194)
(14.320317,32.674051)
(25.432830,26.759996)
(46.918308,53.284729)
(18.207481,24.075817)
(30.361118,5.631923)
(27.223032,9.895413)
(24.625513,45.508715)
(51.080104,35.527302)
(44.379585,42.250730)
(30.695316,56.435203)
(54.258086,33.952796)
(28.119824,19.167770)
(23.872552,33.539538)
(49.856471,47.635016)
(46.171722,4.308715)
(15.353941,32.764341)
(9.131608,27.308666)
(43.534689,28.458976)
(2.163752,32.814281)
(41.561452,33.538392)
(15.804634,19.904685)
(15.221364,29.847512)
(37.573305,13.103164)
(45.074153,17.240429)
(32.833165,20.500446)
(55.425987,10.242763)
(19.281981,36.746477)
(9.957836,22.439125)
(31.678907,56.023500)
(27.615194,13.819567)
(9.866096,47.535918)
(53.476836,58.797429)
(60.558944,35.941954)
(13.651989,24.360317)
(24.877464,13.686790)
(44.854470,16.453650)
(53.961040,1.908206)
(49.662104,3.276938)
(49.728743,9.257357)
(26.110698,16.202750)
(36.726161,11.170071)
(29.030976,3.939121)
(57.406155,25.688205)
(31.337082,3.217355)
(22.437550,19.340767)
(8.829617,8.719078)
(25.486953,53.839329)
(28.727449,56.069279)
(6.740626,28.304920)
(10.526955,5.911961)
(42.298924,34.866919)
(32.618398,47.852142)
(52.172500,28.834519)
(18.185012,51.878898)
(5.402986,53.131925)
(18.640789,35.112638)
(50.723061,44.789593)
(13.063951,34.723961)
(21.571316,20.188794)
(33.570857,32.501389)
(13.365708,11.920886)
(7.415423,45.363278)
(43.489874,41.637725)
(35.083370,48.849073)
(29.615214,16.706112)
(50.028386,38.987372)
(46.435300,20.954989)
(28.022110,3.726905)
(43.433533,32.168224)
(14.140330,27.513945)
(30.383546,3.636595)
(7.100724,7.772155)
(54.769026,38.340037)
(33.714555,5.682883)
(9.324666,44.999877)
(4.438115,11.073913)
(46.672425,5.881326)
(4.595777,24.421600)
(25.737271,28.883165)
(20.068105,10.619587)
(0.685898,35.472892)
(43.970116,44.084030)
(41.877232,53.250755)
(5.781552,34.108732)
(42.929554,23.793116)
(46.059446,37.697252)
(16.124797,28.216980)
(35.297411,50.556925)
(10.496466,32.776910)
(7.877278,15.462708)
(13.792145,42.541058)
(39.609267,49.811985)
(43.900762,36.882247)
(34.828494,28.480446)
(36.971272,48.727813)
(21.339391,54.912243)
(50.164377,29.292447)
(11.105929,34.166523)
(19.288679,25.697361)
(19.504514,23.368479)
(24.616098,43.429469)
(58.330910,25.175809)
(42.995741,47.411437)
(39.507593,37.970856)
(28.457647,22.809540)
(8.526712,3.408209)
(13.123857,9.184462)
(10.229353,14.082320)
(18.765250,12.919919)
(29.812558,30.678028)
(42.847636,16.572257)
(55.441019,14.808757)
(17.853097,34.946885)
(22.337119,0.178064)
(40.020658,51.893577)
(28.256491,7.450986)
(25.305824,47.539884)
(3.671865,37.915266)
(27.707099,34.084307)
(14.045513,33.170475)
(49.957334,41.238950)
(45.624303,39.296470)
(15.163753,2.730122)
(49.087152,12.334443)
(23.976945,35.357766)
(38.303254,38.398301)
(17.947684,53.825109)
(7.528101,20.232400)
(17.102284,25.815245)
(16.543244,21.051541)
(35.295399,5.605843)
(42.851582,15.697265)
(31.260711,24.429213)
(24.900123,17.190000)
(42.955923,25.888077)
(40.434217,21.894936)
(30.423089,0.135671)
(36.065601,42.463100)
(16.485864,10.717593)
(5.190111,17.263781)
(1.308883,45.075683)
(28.737848,31.452429)
(45.292164,31.059247)
(31.649649,58.702633)
(19.347774,24.593192)
(6.296561,28.708427)
(43.724748,42.239314)
(55.544960,45.126581)
(7.105290,44.816487)
(51.446454,6.668170)
(32.345509,50.888590)
(11.674057,10.375917)
(9.690958,12.011194)
(23.205383,6.096019)
(54.524677,13.217501)
(20.925529,13.334698)
(34.084787,36.153576)
(3.654170,47.926668)
(19.656351,53.774343)
(38.618973,2.906257)
(10.711927,3.003644)
(41.874028,13.125514)
(31.158052,32.212313)
(3.151915,36.229351)
(28.052276,33.950777)
(56.860776,10.123198)
(43.633428,19.819173)
(40.736659,61.900283)
(49.696952,2.362054)
(33.391516,24.436832)
(11.782532,3.465163)
(3.945078,21.506730)
(56.097406,9.908917)
(10.687758,45.945859)
(52.587716,18.103616)
(42.909452,5.366811)
(4.730304,42.881789)
(22.290198,44.542803)
(21.922182,50.873620)
(25.923991,51.305278)
(50.347453,43.089463)
(14.710940,17.325570)
(45.894910,45.476831)
(58.673391,9.650342)
(37.391543,6.261683)
(8.937111,21.783778)
(25.152810,46.139612)
(37.289804,31.960211)
(57.249504,7.646002)
(45.536999,45.006783)
(41.812973,12.268216)
(39.471685,40.001510)
(20.805457,1.235497)
(2.765715,8.659581)
(48.459454,28.116381)
(41.167528,18.181036)
(27.267574,5.945649)
(51.624107,37.263038)
(45.372189,45.036960)
(19.726207,4.477896)
(27.260386,33.549855)
(29.460379,29.500671)
(15.880786,36.655353)
(32.968488,7.294422)
(20.510189,43.519435)
(7.363430,48.365621)
(35.123833,41.992650)
(18.554903,14.492418)
(16.394847,20.316143)
(4.159862,9.964999)
(51.946763,44.724021)
(42.180447,46.940036)
(4.994944,44.008871)
(1.561865,31.035068)
(46.037397,21.701840)
(27.890680,21.706566)
(27.644923,42.584678)
(4.662396,24.843600)
(27.226007,16.528055)
(27.550859,4.793470)
(8.824422,21.817874)
(41.381134,48.772405)
(34.511660,40.113364)
(15.899714,12.838323)
(56.301399,24.439336)
(30.092977,30.458661)
(0.724169,3.665382)
(3.608921,14.788704)
(39.073186,9.951850)
(28.753042,10.496742)
(8.051391,28.185006)
(20.670536,47.944651)
(28.353838,32.830577)
(16.215608,42.105987)
(35.647722,35.930446)
(8.322946,2.326636)
(32.789563,13.862224)
(45.157461,57.308295)
(55.621281,21.726499)
(10.875835,52.819142)
(35.416973,50.164718)
(5.302663,21.599219)
(47.445785,7.208271)
(39.208241,35.656528)
(22.783093,51.092843)
(8.328979,6.681070)
(1.707160,33.356082)
(19.461437,42.228291)
(15.688447,49.381247)
(38.862219,10.700346)
(43.193962,46.773229)
(28.237964,7.160710)
(1.850908,38.411988)
(38.992039,42.966721)
(19.251726,23.091363)
(27.710842,42.661524)
(15.774121,36.116763)
(13.534775,1.209237)
(12.889569,45.803156)
(54.007168,28.116101)
(10.763355,32.949610)
(42.922055,14.489604)
(28.940002,47.005647)
(16.929848,9.551127)
(57.572530,13.974375)
(22.895326,31.873290)
(34.746478,23.454132)
(28.319719,19.344457)
